Tweets;Label
rt @anti_densus88: duh malunya! plt gubernur dki bantah ucapan ahok gaji pns rp. 13 - 70 juta https:\/\/t.co\/bvm7x9esn3 #news https:\/\/t.co\/wd\u2026;negatif
rt @dennyja_world: saya melihat data lsi soal pilkada dki yang mengejutkan (survei okt 2016): ahok potensial kalah!;negatif
rt @posmetroinfo: junaedi albaghdadi geram, zikir akbar yang dipimpinnya dipolitisir tim ahok-djarot\n https:\/\/t.co\/iobrx3pw0l https:\/\/t.co\/\u2026;negatif
rt @dennyja_world: saya melihat data lsi soal pilkada dki yang mengejutkan (survei okt 2016): ahok potensial kalah!;negatif
#timnasjuara #airmatabuaya #ahokdipecat #ahokbersinetron https:\/\/t.co\/nvighajz0n december 18, 2016 at 10:27pm;negatif
geger si ahok?;negatif
rt @jaseem_protes: #baca rp 1 miliar berubah jadi rp 200 juta, soni sumarsono disoraki atlet, ahok heran https:\/\/t.co\/xnpchatfvv;negatif
beredar tanda tangan palsu anies soal syariat islam di jakarta | republika online https:\/\/t.co\/1hrkh2bjot;negatif
rt @triwul82: tdk ada pengaruhnya dhani dukung anies, karakter pendukung dng yg didukung sama2 mulut ember alias pembohong   https:\/\/t.co\/g\u2026;negatif
rt @cicakterbang: perasaan univ paramadina tdk seagresig universitas lain growthnya. status quo aja gitu....maaf smg sy salah https:\/\/t.co\/\u2026;negatif
pilkada dki jangan pilih pki!! berbahaya!! pilih 1 atau 3 saja pdip: usai nonton debat,... https:\/\/t.co\/ypaxbi0qfl #debat2pilkadadki #imlek;negatif
rt @yvonekaa: phd abal abal. sumpah ga respect lagi sama anies baswedan. retorika ga ada solusi, nyinyir orang doang.\u2026 ;negatif
rt @batack_overkill: yg pasti mah mendikbud gagal... @aniesbaswedan #ahokdjarothebat #debat2pilkadadki https:\/\/t.co\/luzp6qvfxt;negatif
rt @nci4ri: pasca #debat2pilkadadki kena batunya, @agusyudhoyono dibentak kapolres jakarta selatan, karena bikin macet jalan.\nhttps:\/\/t.co\/\u2026;negatif
pilkada dki jangan pilih pki!! berbahaya!! pilih 1 atau 3 saja pungli di dinas penanama... https:\/\/t.co\/n1ypjew3nq #debat2pilkadadki #imlek;negatif
#debat2pilkadadki gw bisa bayangin demo sepanjang tahun dgn kerugian materil-non materil jika no.2 msh nongol di dki. negara tdk kondusif;negatif
rt @teddygusnaidi: 27. kalau gunakan fantasi agus maka agus bisa menuding bahwa sby tidak beres memimpin. 10 tahun masih banyak yang miskin\u2026;negatif
rt @teddygusnaidi: 28. kalau gunakan fantasi anies, maka anies bisa menuding bhw ali sadikin bapaknya boy sadikin gak beres memimpin jakart\u2026;negatif
pilkada dki jakarta harap tidak pilih nomor 2, bahaya laten komunis!... https:\/\/t.co\/5wp4mmnegt #debat2pilkadadki https:\/\/t.co\/tfgiwg0nm0;negatif
rt @teddygusnaidi: 28. kalau gunakan fantasi anies, maka anies bisa menuding bhw ali sadikin bapaknya boy sadikin gak beres memimpin jakart\u2026;negatif
rt @nci4ri: pasca #debat2pilkadadki kena batunya, @agusyudhoyono dibentak kapolres jakarta selatan, karena bikin macet jalan.\nhttps:\/\/t.co\/\u2026;negatif
pilkada dki jangan pilih pki!! berbahaya!! pilih 1 atau 3 saja pungli di dinas penanama... https:\/\/t.co\/n1ypjew3nq #debat2pilkadadki #imlek;negatif
rt @ych7168: dari awal kampanye  @aniesbaswedan @sandiuno  kan sudah biasa salah data mulu dan ga perlu kaget kalo over budget 2\u2026 ;negatif
rt @andreobz: di tinggal ahok cuti jakarta semakin kacauuuu....parahhhh https:\/\/t.co\/cugf9lsdnd #debat2pilkadadki;negatif
rt @teddygusnaidi: 28. kalau gunakan fantasi anies, maka anies bisa menuding bhw ali sadikin bapaknya boy sadikin gak beres memimpin jakart\u2026;negatif
rt @josua_tm: ibu sylvi adalah contoh bahwa wanita itu sulit ditebak dan pak anies contoh pria yg gak peka. #debat2pilkadadki;negatif
bergelar ph.d anies baswedan tidak malu menyerang dgn data abal2  #debat2pilkadadki https:\/\/t.co\/igjzl4bszm;negatif
rt @teddygusnaidi: terbukti ucapan ahok bhw kementerian @aniesbaswedan dapat raport paling buruk. di peringkat 22. #debat2pilkadadki \nhttps\u2026;negatif
rt @agatha98lol: #debat2pilkadadki pak anies bilang rankingnya salah. setelah saya menjabat jadi ranking 9.. klo ranking 9 kok gak jadi men\u2026;negatif
mulut dengan tangan ta menyakiti orang #debat2pilkadadki;negatif
rt @i4lbe: mpok, gmn pendapatnya ttg 'makan rendang pake kecap ?' #debat2pilkadadki https:\/\/t.co\/afhbfellzu;negatif
rt @teddygusnaidi: @aniesbaswedan urusan kip gimana? https:\/\/t.co\/7cergtyhak;negatif
rt @teddygusnaidi: ini yg gue bilang, yg hebat di tim @agusyudhoyono itu cuma tukang fotonya. coba zoom. orangnya dikit, kebyakan bers\u2026 ;negatif
rt @teddygusnaidi: di dalam debat @agusyudhoyono ngawur diluar debat jg ngawur. yg begini msh dipuja-puji? kalian ditugaskan memuja-mu\u2026 ;negatif
pilkada dki jangan pilih pki!! berbahaya!! pilih 1 atau 3 saja ini strategi anies turun... https:\/\/t.co\/pagslvsyoq #debat2pilkadadki #imlek;negatif
pilkada dki jangan pilih pki!! berbahaya!! pilih 1 atau 3 saja nu dukung polda bali usu... https:\/\/t.co\/v4198chkhz #debat2pilkadadki #imlek;negatif
rt @kojimashou: yah namanya jh odong2 si @sylviana_murni https:\/\/t.co\/8g7u4iuyo7;negatif
rt @aamandakasih: sylvi just like ibu-ibu arisan that can talk bad about her neighbor but without seeing herself #debat2pilkadadki;negatif
rt @anezbolowbolow: #debat2pilkadadki pake urat banget paslon 3....lol..!;negatif
rt @raztheda: paslon 3 once said: jangan memilih pemimpin yang justru memecah belah. tonight i realised,he should keep it for himself \ud83d\ude0c #de\u2026;negatif
#debat2pilkadadki paslon 3 : akan menaikkan gaji guru paud jika terpilih. waktu jadi mendikbud ente ngapain bray? tidur? @aniesbaswedan;negatif
rt @istia_iis: @enny_endah @jojobinjai kirain cm sy yg ngrasa. pas #debat2pilkadadki senyumnya sinis saat paslon 2 sdg bicara. mana brkacak\u2026;negatif
rt @pbenyw: mpok @sylviana_murni salah sebut dg uu no 8 terkait pengelolaan sampah. padahal yg benar uu 18\/2008.\u2026 ;negatif
rt @ikramarki: pak anies : ini jakarta. ini jakarta. \n\nnetizen : yang bilang polewali mandar siapa pak? \ud83d\ude14 \n\n#debat2pilkadadki;negatif
pilkada dki jakarta harap tidak pilih nomor 2, bahaya laten komunis!... https:\/\/t.co\/bqoyfzem0g #debat2pilkadadki https:\/\/t.co\/sfm096ixzt;negatif
rt @josua_tm: ibu sylvi adalah contoh bahwa wanita itu sulit ditebak dan pak anies contoh pria yg gak peka. #debat2pilkadadki;negatif
strategi terkonyol dalam sejarah acara debat, sangat tidak intelek dan memalukan #debat2pilkadadki  https:\/\/t.co\/at6gnwtus6;negatif
rt @legaldead: #debat2pilkadadki you not fair @aniesbaswedan anda mau naikkan gaji guru paud kalo jd gub dki. kenapa anda tidak lakukan saa\u2026;negatif
#debat2pilkadadki agus mengawang #ogahpilihterdakwa bansos ,pembangunan masjid sylvi nyinyir https:\/\/t.co\/mv0ruzi9c6;negatif
#debat2pilkadadki well... pilih saya @agusyudhoyono  tweni nain may ej, pertikal hosing... statusisasi kemakmuran m\u2026 https:\/\/t.co\/b5nydcxpa7;negatif
rt @agungwidrajat: #debat2pilkadadki agus mengawang #ogahpilihterdakwa bansos ,pembangunan masjid sylvi nyinyir https:\/\/t.co\/mv0ruzi9c6;negatif
rt @sehan5: pk anis nyinggung kjp. rakyat jkt perlu tau nih. justru pk anis itu di copot oleh pk jkw krn ngurus kip gk berhasil. #debat2pil\u2026;negatif
rt @ikramarki: pak anies : ini jakarta. ini jakarta. \n\nnetizen : yang bilang polewali mandar siapa pak? \ud83d\ude14 \n\n#debat2pilkadadki;negatif
rt @batack_overkill: #debat2pilkadadki paslon 3 : akan menaikkan gaji guru paud jika terpilih. waktu jadi mendikbud ente ngapain bray? tidu\u2026;negatif
rt @stellakarunia: jangan pilih cagub yg dekat dgn sarang koruptor \ud83d\ude01#debat2pilkadadki https:\/\/t.co\/ttxy2oxi6p;negatif
"selesai debat sylvi langsung disemprot pepo memo, \""ojo ngono, pie toh....' #debat2pilkadadki  https:\/\/t.co\/rhgr9o7n7w";negatif
"rt @iqlimas: selesai debat sylvi langsung disemprot pepo memo, \""ojo ngono, pie toh....' #debat2pilkadadki  https:\/\/t.co\/rhgr9o7n7w";negatif
rt @agungwidrajat: #debat2pilkadadki #ogahpilihterdakwa maling bansos,maling dana pembangunan masjid pa lagi anak maling uang negara https:\u2026;negatif
rt @raztheda: paslon 3 once said: jangan memilih pemimpin yang justru memecah belah. tonight i realised,he should keep it for himself \ud83d\ude0c #de\u2026;negatif
#debat2pilkadadki kata @aniesbaswedan: sunda kelapa kok gk ada kelapanya.!  kampung rambutan isinya mikrolet \ud83d\ude04\ud83d\ude04wkwkwkwk;negatif
rt @obattikus: wong debat serius kok malah digawe meme. uripmu kakean guyon ndes ! situ sehat ? #debat2pilkadadki;negatif
rt @agungwidrajat: #debat2pilkadadki agus mengawang #ogahpilihterdakwa bansos ,pembangunan masjid sylvi nyinyir https:\/\/t.co\/mv0ruzi9c6;negatif
rt @iqlimas: bergelar ph.d anies baswedan tidak malu menyerang dgn data abal2  #debat2pilkadadki https:\/\/t.co\/igjzl4bszm;negatif
rt @agungwidrajat: #debat2pilkadadki #ogahpilihterdakwa maling bansos,maling dana pembangunan masjid pa lagi anak maling uang negara https:\u2026;negatif
pilkada dki jangan pilih pki!! berbahaya!! pilih 1 atau 3 saja ini strategi anies turun... https:\/\/t.co\/g7cuirrblt #debat2pilkadadki #imlek;negatif
"dalam #debat2pilkadadki terlihat paslon 1 dan 3 bekerja sama menyerang paslon 2, bukti valid adl kata-kata paslon 1, sm \""pak anies tahu kok\""";negatif
rt @jean_irene: omg! anies sangat nyinyir yaa? so manipulatif , emotional! dimana seorg dosen yg objective?? he's lost! #debat2pilkadadki;negatif
"\""pepo lupa ngasih tau, maap ya nak\"" ujar pepo menyadari hal itu jadi bumerang buahhatinya #debat2pilkadadki   https:\/\/t.co\/mc2xesd5l6";negatif
pilkada dki jakarta harap tidak pilih nomor 2, bahaya laten komunis!... https:\/\/t.co\/0uf5m5cldn #debat2pilkadadki https:\/\/t.co\/hzm6jnvkhr;negatif
nu mengawal nkri. fpi-hti ingin rusak ri &amp;negatif
rt @sehan5: pk anis nyinggung kjp. rakyat jkt perlu tau nih. justru pk anis itu di copot oleh pk jkw krn ngurus kip gk berhasil. #debat2pil\u2026;negatif
rt @eliakimsihotang: no. 1: vickynisasi\nno. 2:  realita\nno. 3:  motivator nyasar\n#debat2pilkadadki;negatif
#debat2pilkadadki secara konten pertanyaan didominasi kritik kinerja petahana, tetapi petahana tetap unggul &amp;negatif
rt @ichakeljombar: seorang dosen yang seharusnya dikagumi karena cerdas otaknya, tapi seketika runtuh karena hobinya menjatuhkan orang lain\u2026;negatif
rt @batack_overkill: #debat2pilkadadki paslon 3 : akan menaikkan gaji guru paud jika terpilih. waktu jadi mendikbud ente ngapain bray? tidu\u2026;negatif
rt @ichakeljombar: seorang dosen yang seharusnya dikagumi karena cerdas otaknya, tapi seketika runtuh karena hobinya menjatuhkan orang lain\u2026;negatif
rt @iqlimas: bergelar ph.d anies baswedan tidak malu menyerang dgn data abal2  #debat2pilkadadki https:\/\/t.co\/igjzl4bszm;negatif
rt @teddygusnaidi: 16. anies baswedan hanya mengurus satu urusan saja berantakan, bagaimana dia bisa berfantasi menyelesaikan banyak urusan\u2026;negatif
rt @gunromli: sylviana kesyikan ngomong sendiri lupa bertanya, anies keasyikan nyerang pake data2 yg salah, ya ahok joged2 aja \ud83d\ude01 #debat2pil\u2026;negatif
rt @putrirosary: #debat2pilkadadki cara paslon 3 bertanya ke paslon 1 seperti sedang mengadu domba didepan jutaan pasang mata tanpa etika,\u2026;negatif
pilkada dki jakarta harap tidak pilih nomor 2, bahaya laten komunis!... https:\/\/t.co\/yk0s9tzi91 #debat2pilkadadki https:\/\/t.co\/g5vlbxqkti;negatif
mpok sylvi kurang maksimal memanfaatkan data dalam #debat2pilkadadki dan justru semakin menunjukkan kelemahannya saat berada di birokrasi.;negatif
rt @nci4ri: pasca #debat2pilkadadki kena batunya, @agusyudhoyono dibentak kapolres jakarta selatan, karena bikin macet jalan.\nhttps:\/\/t.co\/\u2026;negatif
#ngeselinitusaat lihat pa ditangkap atas laporan warga tapi btp bebas padahal ada laporan bpk ?? \n#debat2pilkadadki \nhttps:\/\/t.co\/6ov09huyua;negatif
#debat2pilkadadki anehh bin ajaib ada paslon memaparkan data transjakarta naik hanya 6% padahal aslinya hingga 20% (data tidak jelas);negatif
paslon 1 melakukan propaganda, paslon 2 melakukan kampanye, paslon 3 melakukan agitasi, dalam #debat2pilkadadki;negatif
ini pilkada dki bosss, bukan pilkades, pil kb, pilkadut, bkn jg konser boy band...., hadeh.... anak muda alay.....,\u2026 https:\/\/t.co\/xddehzyhbn;negatif
rt @ichakeljombar: seorang dosen yang seharusnya dikagumi karena cerdas otaknya, tapi seketika runtuh karena hobinya menjatuhkan orang lain\u2026;negatif
pdip sengaja becah belah rakyat warga dki tidak pilih ahok!! singkaw... https:\/\/t.co\/rau3yhd5gf #debat2pilkadadki https:\/\/t.co\/fqcikufntb;negatif
pilkada dki jangan pilih pki!! berbahaya!! pilih 1 atau 3 saja tni al tangkap kapal tki... https:\/\/t.co\/1sbwseuh0e #debat2pilkadadki #imlek;negatif
rt @imadya: anies semakin terlihat aslinya. masyarakat sudah cerdas tidak mudah dibohongi dengan opini2nya yang mengelabui data #debat2pilk\u2026;negatif
rt @imadya: perhatikan tiap sandi jawab seluruh pertanyaan, pasti ujung2nya nyambung ke lapangan pekerjaan. hanya menguasai itu saja #debat\u2026;negatif
pilkada dki jakarta harap tidak pilih nomor 2, bahaya laten komunis!... https:\/\/t.co\/pkrza0yisl #debat2pilkadadki https:\/\/t.co\/oblhd64bbz;negatif
#debat2pilkadadki pelajari data dulu baru serang lawan;negatif
saat anies bicara soal pendidikan pada #debat2pilkadadki yang terjadi justru semakin menguatkan alasan jokowi memberhentikannya dari menteri;negatif
jangan sampai reklamasi untuk top of the top yg eksklusif cikal bakal benteng voc jilid 2 #jasmerah\n#debat2pilkadadki\n#muslimban;negatif
rada kasian sih sama bu sylvi setelah insiden overtime &amp;negatif
dalam #debat2pilkadadki paslon 3 terlalu sibuk mencitrakan petahana gagal dalam memimpin jakarta, dan kesibukan ini menjadi bumerang.;negatif
dalam #debat2pilkadadki paslon 3 terlalu sibuk mencitrakan petahana gagal dalam memimpin jakarta, dan kesibukan ini menjadi bumerang.;negatif
paslon 1 harusnya lebih baik penampilannya namun rusak gara-gara monolog mpok sylvi yang berlebihan &amp;negatif
rt @iqbalfatoni66: #debat2pilkadadki kata @aniesbaswedan: sunda kelapa kok gk ada kelapanya.!  kampung rambutan isinya mikrolet \ud83d\ude04\ud83d\ude04wkwkwkwk;negatif
rt @pelindungjkt2: wakakakakkkk. anjir... asli.. gak tahan ngakak.. @sindir #debat2pilkadadki https:\/\/t.co\/uq43gi9csz;negatif
pdip sengaja becah belah rakyat warga dki tidak pilih ahok!! bangkru... https:\/\/t.co\/tpaa428izb #debat2pilkadadki https:\/\/t.co\/iro9qntmcn;negatif
"rt @asep_edwan_dvs: \""@su_bedjo: #debat2pilkadadki pak anies nyerang paslon 2 pakek data, tapi ternyata datanya hoax \ufffd\ufffd\u270c https:\/\/t.co\/pvmhf8\u2026";negatif
rt @teddygusnaidi: 16. anies baswedan hanya mengurus satu urusan saja berantakan, bagaimana dia bisa berfantasi menyelesaikan banyak urusan\u2026;negatif
#debat2pilkadadki jempol ke bawah menunjukkan cawagub paslon 1 tak punya respect thd mantan bosnya. ya rab;negatif
pilkada dki jakarta harap tidak pilih nomor 2, bahaya laten komunis!... https:\/\/t.co\/bjcblfmfnr #debat2pilkadadki https:\/\/t.co\/r8kr0b13tx;negatif
polri tunda proses hukum ahok hingga selesai pilgub, ipw: kemarahan umat islam akan memuncak \u2013 panjimas https:\/\/t.co\/rk0v4sa7ot #tangkapahok;negatif
rt @vivacoid: ini video saat nusron wahid kritik mui soal ahok https:\/\/t.co\/cmllyuikmz;negatif
@matanajwa ingin menjatuh kan karakter mas agus, babak pertama masih imbang;negatif
"\""@tribun: polri tunda proses hukum ahok hingga selesai pilgub, ipw: kemarahan umat islam akan memuncak https:\/\/t.co\/vu1fxxd8vk\""";negatif
rt @pandji: nah gue pikir sentimen petahana oke di #debat2pilkadadki semalam. tapi mnrt politicawave malah sebaliknya. geng\u2026 ;negatif
rt @imadya: anies semakin terlihat aslinya. masyarakat sudah cerdas tidak mudah dibohongi dengan opini2nya yang mengelabui data #debat2pilk\u2026;negatif
rt @vampiremuslimah: #debat2pilkadadki \nlansia, ibu-ibu dan wanita jakarta yang selayaknya dimuliakan, bagi si terdakwa ahok cuma leluco\u2026 ;negatif
pengamat khawatirkan antasari dijadikan komoditas politik \n#negarakokjadibegini #rezimpanik #debat2pilkadadki  https:\/\/t.co\/hhfx3xv8mt;negatif
rt @dennyja_world: saya melihat data lsi soal pilkada dki yang mengejutkan (survei okt 2016): ahok potensial kalah!;negatif
rt @valerimagdalena: najwa shihab ini keren juga adu argumen sama ahy. kelihatan banget agus keki jawab pertanyaannya najwa. :)))) #ahymata\u2026;negatif
rt @putrirochaena: ahok bukan yg pertama jadi korban plintiran &gt;negatif
ha3x baru diawal @matanajwa aja si agus dah 'kepancing emosinya', gimana mo jadi politisi bro? @najwashihab dilawan \ud83d\ude1b;negatif
rt @yusrilihza_mhd: gaya bicara ahok, yusril bilang ilmu geografi megawati payah https:\/\/t.co\/72dtzhrika;negatif
ahok matanya sipit, di ejek2. nusron matanya gak sipit, di ejek2 juga dituduh melotot2. susah mmg ktika dengki n bo\u2026 https:\/\/t.co\/v4fvn8drqy;negatif
#ini video saat nusron wahid kritik mui soal ahok https:\/\/t.co\/vaw7lecgfu;negatif
rt @dennyja_world: saya melihat data lsi soal pilkada dki yang mengejutkan (survei okt 2016): ahok potensial kalah!;negatif
"rt @sibonekakayu: ahok:  \""(jilbab) yang dipakainya yang kayak serbet. malah mungkin lebih bagus serbet di dapur saya.\""\n\nhttps:\/\/t.co\/637qz5\u2026";negatif
najwa kepengen memposisikan agus seperti mantan gub dki yg janji 5 tahun mimpin dki ternyata malah nyapres. gitu lho. ngerti kan ?;negatif
@nusronwahid1 pak nusron tolong ini orang di hukum sudah memaki bapak biar ini ank tau aturan pak, saya tetap pendu\u2026 https:\/\/t.co\/svknpestlv;negatif
rt @_alfauzannn: tadinya gak mau terang2an dukung ahok, semua berubah gegara ustad haus darah !!! \nhttps:\/\/t.co\/hpz6c65uug;negatif
rt @karizunique: sebenarya sedikit kaget dengan pencalonan agus yudhoyono di pemilihan umum gubernur, karena kariernya di militer lagi bagu\u2026;negatif
ini video saat nusron wahid kritik mui soal ahok https:\/\/t.co\/xydowfprgt;negatif
@andfadel mending mana ahok keras lawan korupsi, ato agamis mui mntkan bunuh potong tangan..menag korup anggran haji.???;negatif
rt @dennyja_world: saya melihat data lsi soal pilkada dki yang mengejutkan (survei okt 2016): ahok potensial kalah!;negatif
rt @jpnncom: prestasi ahok roboh karena mulutnya ceroboh #ahok https:\/\/t.co\/xigdnrgfkq;negatif
rt @panca66: bang @karniilyas tega membuat buya sjafii jadi sedikit bohong ke publik demi bela ahok https:\/\/t.co\/qazoqtco3b;negatif
rt @nicelamb: katanya polda pantau dunia maya, kok kelakuan ahokers yg meresahkan dibiarkan? yg ditindak cm yg anti ahok ya? https:\/\/t.co\/i\u2026;negatif
rt @dennyja_world: saya melihat data lsi soal pilkada dki yang mengejutkan (survei okt 2016): ahok potensial kalah!;negatif
rt @imanbr: ini mui atau isis ? sangat menyeramkan https:\/\/t.co\/uu6qyu1tp0;negatif
lensaindonesia: muhaimin iskandar: permintaan maaf ahok sangat kita hargai https:\/\/t.co\/qyfspxps4o via lensaindonesia;negatif
rt @dennyja_world: saya melihat data lsi soal pilkada dki yang mengejutkan (survei okt 2016): ahok potensial kalah!;negatif
"rt @sibonekakayu: ahok:  \""(jilbab) yang dipakainya yang kayak serbet. malah mungkin lebih bagus serbet di dapur saya.\""\n\nhttps:\/\/t.co\/637qz5\u2026";negatif
vivacoid: ini video saat nusron wahid kritik mui soal ahok https:\/\/t.co\/bpunr9ejab;negatif
agus yudhoyono ternyata lebih lugas dan tegas dalam menjawab dibanding sang bapak sby yg selalu hati-hati dlm menjawab,, keren\n#ahymatanajwa;negatif
rt @menjawablah: selama mas jomo msh jadi kusirnya,...temtu doi ga boleh disentuh,... lbh baik kita rapatkan barisan thd islam2 yg m\u2026 ;negatif
rt @ochof_yan: @gunromli @bamsbulaksumur4 he heee rela menggadaikan akidah demi si ahok https:\/\/t.co\/p1dhnfdcu7;negatif
@zarazettirazr @buniyani fokus penjarakan ahok dan #savebuniyani yg kek akun baju kaos itu jgn dladeni;negatif
rt @zaeffendy: bukan hanya #jakartatolakahok tapi juga medan, surabaya, aceh dan tidak mustahil umat #islam di #indonesia juga neg\u2026 ;negatif
kemaren koq ngotot bilang dia bukan orang bodoh yang ga ngerti uu... https:\/\/t.co\/dq2uo29azx;negatif
jangan motong2 pernyataan org kang. masa ahok doang yg ga boleh d potong omongannya. https:\/\/t.co\/dqpdou8ezh;negatif
rt @semiaji_w: *mui dah gak ada wibawa lagi #abaikan *terkait ahok, setara institute nilai mui berpolitik https:\/\/t.co\/is2xvbs5nw via @trib\u2026;negatif
rt @dennyja_world: saya melihat data lsi soal pilkada dki yang mengejutkan (survei okt 2016): ahok potensial kalah!;negatif
rt @celotehprabu: om safe'i di hari tuanya harus berbohong..... ga kenal ahok?!..... https:\/\/t.co\/xqjtyd17yu;negatif
rt @cherrybelleindo: kalo ada yg belom liat batik cherrybelle, kurang lebih kayak gini bajunya. dipake juga pas ketemu pak ahok https:\/\/t.c\u2026;negatif
rt @l153n: chirpified: mengapa anies b. gagal mendistribusikan kip by @kurawa https:\/\/t.co\/xk7cc15vop;negatif
rt @sibonekakayu: kegaduhan yg diciptakan ahok sudah menjalar ke berbagai penjuru indonesia. https:\/\/t.co\/fy8qzl05qx;negatif
vivacoid: ini video saat nusron wahid kritik mui soal ahok https:\/\/t.co\/yvi8lmjiwd;negatif
rt @bangndon: setuju \ntokoh betawi: ahok pantas dirajam ! https:\/\/t.co\/rqybapmvt9;negatif
rt @lupuz0503: propaganda kaum kumpas, syiah, jil, pki mulai nampak terang benderang, ulama di fitnah dapat bayaran, lawan!!!\n\nhttps:\/\/t.co\u2026;negatif
rt @panca66: pendukung ahok selalu bilang yang nga suka ahok islam pemarah, kecanduan agama dll. lha, nusron tadi ngomong kayak dewa mabok\u2026;negatif
\u2192 mui jatim: dimas kanjeng dan ahok sama-sama penista agama https:\/\/t.co\/tzzm5qjuz4;negatif
rt @dimasprakbar: najwa kepengen memposisikan agus seperti mantan gub dki yg janji 5 tahun mimpin dki ternyata malah nyapres. gitu lho. nge\u2026;negatif
rt @dennyja_world: saya melihat data lsi soal pilkada dki yang mengejutkan (survei okt 2016): ahok potensial kalah!;negatif
- mui jatim: dimas kanjeng dan ahok sama-sama penista agama https:\/\/t.co\/2rvsoendhw;negatif
rt @dennyja_world: saya melihat data lsi soal pilkada dki yang mengejutkan (survei okt 2016): ahok potensial kalah!;negatif
rt @ferrymaitimu: ini buat para haters ahok. baca dan camkan baik-baik, \ud83d\udc4d https:\/\/t.co\/g3roxillx1;negatif
. mui jatim: dimas kanjeng dan ahok sama-sama penista agama: konfrontasi-ketua mui jawa timur kh abdusshomad ... https:\/\/t.co\/yvmho1ysdb;negatif
@zarazettirazr klo polri uda takut usut ahok n nyerah ga brkutik usut ahok, mungkin 2 mujahid ni baca brita kmrn, polri lepas tgn ksus ahok;negatif
mui jatim: dimas kanjeng dan ahok sama-sama penista agama https:\/\/t.co\/zhed54xgt9;negatif
wajar, rachmawati tersinggung megawati bawa  ahok ke makam bung karno https:\/\/t.co\/4mqlmzvn3h;negatif
rt @el_massoud: ketika mui menyatakan ahok menistakan islam,  para ahokers sewot, menuding mui dibayar utk salahkan ahok. hadeh, dewasalah\u2026;negatif
ahok jelaskan alasan puluhan sekolah di dki gagal dibangun tahun ini: ahok menjelaskan alasan gagalnya pemban... https:\/\/t.co\/xgduxwus9q;negatif
mui jatim: dimas kanjeng dan ahok sama-sama penista agama https:\/\/t.co\/a2ycnanjlt;negatif
wajar, rachmawati tersinggung megawati bawa  ahok ke makam bung karno https:\/\/t.co\/dgv3xsksan;negatif
rt @maspiyungan: cegah konflik, indonesia police watch (ipw) desak polri segera periksa ahok https:\/\/t.co\/hrez7ozpcc https:\/\/t.co\/pwfkccimmi;negatif
ahok jelaskan alasan puluhan sekolah di dki gagal dibangun tahun ini: ahok menjelaskan alasan gagalnya pemban... https:\/\/t.co\/rdx8kci2mk;negatif
rt @inilahdotcom: pdip pasang badan atas proses hukum sara ahok https:\/\/t.co\/3f97qoccv0;negatif
[ mui jatim: dimas kanjeng dan ahok sama-sama penista agama https:\/\/t.co\/cxwmlthbxy;negatif
wajar, rachmawati tersinggung megawati bawa  ahok ke makam bung karno https:\/\/t.co\/gzhhybghup;negatif
rt @dennyja_world: saya melihat data lsi soal pilkada dki yang mengejutkan (survei okt 2016): ahok potensial kalah!;negatif
mui jatim: dimas kanjeng dan ahok sama-sama penista agama https:\/\/t.co\/76bnujsvpi;negatif
mui jatim: dimas kanjeng dan ahok sama-sama penista agama https:\/\/t.co\/6zhi1tlqd2 #konfrontasi;negatif
rt @dennyja_world: saya melihat data lsi soal pilkada dki yang mengejutkan (survei okt 2016): ahok potensial kalah!;negatif
ini video saat nusron wahid kritik mui soal ahok https:\/\/t.co\/gooh2xhmqa;negatif
mui jatim: dimas kanjeng dan ahok sama-sama penista agama https:\/\/t.co\/ozahayhd72;negatif
+ mui jatim: dimas kanjeng dan ahok sama-sama penista agama https:\/\/t.co\/bqmiogbagh;negatif
@alonkii @bejanawaktu lumayan lho ngelesnya si agus yudhoyono ini \ud83d\ude02\ud83d\ude02\ud83d\ude02;negatif
wajar, rachmawati tersinggung megawati bawa  ahok ke makam bung karno https:\/\/t.co\/nqoc8vdudf;negatif
rt @dennyja_world: saya melihat data lsi soal pilkada dki yang mengejutkan (survei okt 2016): ahok potensial kalah!;negatif
rt @ulinyusron: membandingkan cara ahok, anies, agus selesaikan banjir jakarta *hanya ahok yang programnya jelas, lainnya abstrak* https:\/\/\u2026;negatif
agus yudhoyono tegas dan lugas jawab pertanyaan. yg nanya aja kyak wanita gx berpendidikan.;negatif
rt @dennyja_world: saya melihat data lsi soal pilkada dki yang mengejutkan (survei okt 2016): ahok potensial kalah!;negatif
rt @stone_cobain: loh!? kalau setiap saya mengatakan kebenaran dianggap ahokers, artinya ahok benar dong.. \u2615 https:\/\/t.co\/cqoilx9mgl;negatif
smg kang sahal allah satukan bersama ahok d hari akhir nanti. https:\/\/t.co\/dqpdou8ezh;negatif
@matanajwa, agus, orngnya ternyata emosional, ga bisa didikte.. huff;negatif
agus yudhoyono udah di skakmat 3x di segmen 1. hacep lah mata najwa \ud83d\udc4d\ud83d\ude02\ud83d\ude02\ud83d\ude02;negatif
tafsir #ahok, ocehan nusron dll tu ga lagi dilihat sekedar debat pilkada tapi melebar ke bentur-politik, #benturbudaya (tulisan huntington).;negatif
rt @agusfansclub_: mas agus menganggap media adalah sahabat ahy #ahymatanajwa;negatif
rachmawati tersinggung megawati ajak ahok ke makam bung karno https:\/\/t.co\/xyxkabkxcg (tribunpekanbaru);negatif
